grid_cell_id,latitude,longitude,spatial_block_id,spatial_block_name,elevation_m,slope_deg,static_susceptibility_P_S,dynamic_trigger_P_D,coupled_risk_score,alert_tier_code,alert_tier_name,alert_color_hex,recommended_action
CELL_MEG_1520,25.49398,92.64896,5,Jaintia Hills Block,828.8,29.9,0.0626,0.6284,0.0393,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_1521,25.1378,90.38415,1,Garo Hills Block,42.4,19.3,0.0271,0.6284,0.0171,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_1522,26.02888,92.01742,4,Ri-Bhoi Block,1097.4,21.1,0.0235,0.6284,0.0148,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_1523,25.09179,91.29261,2,West Khasi Block,858.7,21.8,0.0252,0.6284,0.0158,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_1524,25.90646,90.60483,1,Garo Hills Block,28.8,31.4,0.0174,0.6284,0.0109,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_1525,25.46542,92.2983,5,Jaintia Hills Block,1261.0,25.4,0.0552,0.6284,0.0347,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_1526,25.42589,91.07722,2,West Khasi Block,683.7,33.7,0.0235,0.6284,0.0148,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_1527,25.0522,91.32398,2,West Khasi Block,834.8,31.9,0.0668,0.6284,0.042,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_1528,25.7985,92.52814,4,Ri-Bhoi Block,821.1,17.9,0.0272,0.6284,0.0171,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_1529,25.0784,91.65045,3,East Khasi Block,1124.0,29.8,0.0501,0.6284,0.0315,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_1530,25.8258,91.13326,4,Ri-Bhoi Block,805.6,31.2,0.0879,0.6284,0.0552,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_1531,25.67598,90.02986,1,Garo Hills Block,120.3,33.8,0.0779,0.6284,0.049,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_1532,26.08463,91.2796,4,Ri-Bhoi Block,709.4,28.1,0.0195,0.6284,0.0123,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_1533,25.25212,92.80911,5,Jaintia Hills Block,432.9,25.4,0.1152,0.6284,0.0724,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_1534,25.183,90.83891,1,Garo Hills Block,347.0,29.6,0.0177,0.6284,0.0111,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_1535,25.2006,91.24526,2,West Khasi Block,757.9,22.8,0.0581,0.6284,0.0365,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_1536,25.2605,91.59238,2,West Khasi Block,1233.7,32.7,0.092,0.6284,0.0578,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_1537,26.09985,90.36193,1,Garo Hills Block,25.0,32.2,0.051,0.6284,0.0321,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_1538,25.02209,91.55035,2,West Khasi Block,1037.0,29.3,0.0483,0.6284,0.0304,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_1539,26.01472,89.82146,1,Garo Hills Block,25.0,27.7,0.0179,0.6284,0.0112,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_1540,25.35089,91.40485,2,West Khasi Block,1052.7,22.4,0.1133,0.6284,0.0712,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_1541,25.60436,92.09761,5,Jaintia Hills Block,1535.6,26.2,0.1119,0.6284,0.0703,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_1542,25.73175,90.0045,1,Garo Hills Block,92.0,22.5,0.0353,0.6284,0.0222,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_1543,25.02634,92.27434,5,Jaintia Hills Block,946.5,26.1,0.0684,0.6284,0.043,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_1544,25.46161,91.87287,3,East Khasi Block,1702.9,34.9,0.0484,0.6284,0.0304,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_1545,25.41886,89.81027,1,Garo Hills Block,25.0,33.8,0.0145,0.6284,0.0091,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_1546,25.16116,91.18077,2,West Khasi Block,733.5,20.0,0.0256,0.6284,0.0161,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_1547,25.61281,92.07995,5,Jaintia Hills Block,1544.5,25.6,0.0991,0.6284,0.0623,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_1548,25.03007,91.53472,2,West Khasi Block,1025.7,27.7,0.0513,0.6284,0.0323,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_1549,25.13771,89.83256,1,Garo Hills Block,53.0,22.4,0.0208,0.6284,0.0131,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_1550,25.96983,91.82311,4,Ri-Bhoi Block,1271.5,18.6,0.0272,0.6284,0.0171,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_1551,25.44574,91.08716,2,West Khasi Block,728.6,35.5,0.0243,0.6284,0.0153,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_1552,25.99476,92.13469,4,Ri-Bhoi Block,1145.1,25.0,0.0125,0.6284,0.0079,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_1553,25.51626,91.25394,2,West Khasi Block,890.1,17.5,0.0462,0.6284,0.029,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_1554,25.50932,91.817,3,East Khasi Block,1738.6,22.1,0.4359,0.6284,0.2739,Level 3: Orange,Warning / Heightened Hazard Alert,#f97316,Heightened warning. Travel caution and heavy transport limits.
CELL_MEG_1555,26.0057,91.23276,4,Ri-Bhoi Block,810.3,17.1,0.02,0.6284,0.0126,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_1556,25.048,92.10659,5,Jaintia Hills Block,1045.1,32.1,0.0268,0.6284,0.0169,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_1557,25.52107,90.87069,1,Garo Hills Block,436.2,25.4,0.0426,0.6284,0.0268,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_1558,25.86641,90.76306,1,Garo Hills Block,285.9,29.1,0.0095,0.6284,0.006,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_1559,25.3584,91.46353,2,West Khasi Block,1154.1,16.4,0.0376,0.6284,0.0236,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_1560,25.03623,91.59939,2,West Khasi Block,1102.4,34.5,0.057,0.6284,0.0358,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_1561,25.2668,90.03159,1,Garo Hills Block,25.0,32.8,0.0247,0.6284,0.0155,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_1562,26.0308,90.73336,1,Garo Hills Block,83.8,22.0,0.0194,0.6284,0.0122,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_1563,25.10637,91.77757,3,East Khasi Block,1184.7,16.2,0.0419,0.6284,0.0264,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_1564,25.29902,91.39188,2,West Khasi Block,1068.5,27.6,0.0434,0.6284,0.0273,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_1565,25.13504,91.86465,3,East Khasi Block,1265.3,23.0,0.1269,0.6284,0.0798,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_1566,25.625,89.95022,1,Garo Hills Block,59.9,24.2,0.0102,0.6284,0.0064,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_1567,26.05694,89.8831,1,Garo Hills Block,25.0,27.8,0.0178,0.6284,0.0112,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_1568,25.6115,89.8095,1,Garo Hills Block,36.1,31.1,0.0161,0.6284,0.0101,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_1569,25.56573,91.92432,3,East Khasi Block,1737.5,23.1,0.0838,0.6284,0.0526,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_1570,25.57831,91.9192,3,East Khasi Block,1746.8,24.8,0.383,0.6284,0.2407,Level 3: Orange,Warning / Heightened Hazard Alert,#f97316,Heightened warning. Travel caution and heavy transport limits.
CELL_MEG_1571,25.58259,91.57068,2,West Khasi Block,1379.6,22.2,0.0471,0.6284,0.0296,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_1572,25.76274,90.15918,1,Garo Hills Block,47.9,15.3,0.0788,0.6284,0.0495,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_1573,25.57662,91.89164,3,East Khasi Block,1765.1,25.6,0.1451,0.6284,0.0912,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_1574,25.02719,91.64605,3,East Khasi Block,1062.5,35.6,0.0361,0.6284,0.0227,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_1575,25.40899,89.92257,1,Garo Hills Block,38.6,22.6,0.0261,0.6284,0.0164,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_1576,25.4037,92.04806,5,Jaintia Hills Block,1473.4,22.5,0.0474,0.6284,0.0298,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_1577,25.81521,90.44482,1,Garo Hills Block,104.3,20.4,0.0185,0.6284,0.0116,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_1578,25.57085,92.07664,5,Jaintia Hills Block,1617.5,18.6,0.2163,0.6284,0.1359,Level 2: Yellow,Advisory / Early Warning Watch,#eab308,Advisory notice. Maintenance standby and slope drainage watch.
CELL_MEG_1579,25.48635,92.19672,5,Jaintia Hills Block,1338.4,29.8,0.0261,0.6284,0.0164,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_1580,25.51945,92.66995,5,Jaintia Hills Block,826.8,26.5,0.0709,0.6284,0.0446,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_1581,25.86788,92.30581,4,Ri-Bhoi Block,1136.0,26.6,0.0129,0.6284,0.0081,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_1582,25.61885,90.34838,1,Garo Hills Block,66.2,31.5,0.0069,0.6284,0.0044,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_1583,25.52518,92.75262,5,Jaintia Hills Block,632.8,19.6,0.0508,0.6284,0.0319,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_1584,25.83322,92.27405,4,Ri-Bhoi Block,1153.5,23.5,0.0257,0.6284,0.0161,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_1585,25.05545,91.22697,2,West Khasi Block,766.7,24.2,0.0263,0.6284,0.0165,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_1586,25.71835,92.3316,4,Ri-Bhoi Block,1123.3,21.2,0.0385,0.6284,0.0242,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_1587,25.07322,92.39994,5,Jaintia Hills Block,804.2,30.9,0.0274,0.6284,0.0172,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_1588,25.61227,90.40181,1,Garo Hills Block,44.3,24.6,0.0106,0.6284,0.0067,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_1589,25.36264,90.65989,1,Garo Hills Block,196.0,18.7,0.0158,0.6284,0.0099,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_1590,25.59333,89.95764,1,Garo Hills Block,35.0,19.3,0.0152,0.6284,0.0096,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_1591,25.19122,92.27871,5,Jaintia Hills Block,1090.4,21.1,0.0557,0.6284,0.035,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_1592,25.16321,90.51186,1,Garo Hills Block,82.8,20.7,0.0203,0.6284,0.0127,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_1593,25.50964,91.37722,2,West Khasi Block,1196.4,28.0,0.0202,0.6284,0.0127,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_1594,25.8447,91.16436,4,Ri-Bhoi Block,800.0,30.7,0.0105,0.6284,0.0066,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_1595,25.87305,91.68596,4,Ri-Bhoi Block,1360.0,32.0,0.0202,0.6284,0.0127,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_1596,25.14215,90.27681,1,Garo Hills Block,34.9,21.7,0.0164,0.6284,0.0103,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_1597,25.492,91.01051,2,West Khasi Block,607.6,23.0,0.0468,0.6284,0.0294,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_1598,25.82303,91.57125,4,Ri-Bhoi Block,1193.2,27.5,0.0117,0.6284,0.0074,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_1599,25.43918,90.32082,1,Garo Hills Block,58.1,35.8,0.0163,0.6284,0.0102,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_1600,25.26498,91.55528,2,West Khasi Block,1208.5,28.0,0.0779,0.6284,0.049,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_1601,25.47731,91.37053,2,West Khasi Block,1155.9,33.7,0.0168,0.6284,0.0105,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_1602,25.20433,91.82186,3,East Khasi Block,1344.5,27.8,0.0941,0.6284,0.0591,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_1603,25.94074,90.58671,1,Garo Hills Block,66.2,26.2,0.0105,0.6284,0.0066,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_1604,25.55083,92.77536,5,Jaintia Hills Block,567.8,15.4,0.0545,0.6284,0.0342,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_1605,25.3799,91.61489,3,East Khasi Block,1469.6,27.1,0.034,0.6284,0.0214,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_1606,25.11741,91.64835,3,East Khasi Block,1166.9,24.1,0.0319,0.6284,0.0201,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_1607,25.1168,92.72567,5,Jaintia Hills Block,504.8,21.6,0.0421,0.6284,0.0264,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_1608,25.79292,92.20389,4,Ri-Bhoi Block,1232.7,23.3,0.0253,0.6284,0.0159,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_1609,25.78043,91.59867,4,Ri-Bhoi Block,1311.6,23.6,0.0168,0.6284,0.0106,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_1610,25.50591,92.41804,5,Jaintia Hills Block,1129.6,28.8,0.1481,0.6284,0.0931,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_1611,26.05338,91.32206,4,Ri-Bhoi Block,811.8,32.0,0.0218,0.6284,0.0137,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_1612,26.02606,91.57917,4,Ri-Bhoi Block,1132.3,27.3,0.0152,0.6284,0.0095,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_1613,25.60146,91.18617,2,West Khasi Block,875.9,22.8,0.0805,0.6284,0.0506,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_1614,25.24603,89.81135,1,Garo Hills Block,92.1,35.5,0.0124,0.6284,0.0078,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_1615,25.28083,91.35466,2,West Khasi Block,1027.5,31.4,0.0461,0.6284,0.029,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_1616,25.43036,91.16788,2,West Khasi Block,829.9,30.7,0.0146,0.6284,0.0092,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_1617,26.0791,90.86833,1,Garo Hills Block,251.9,35.2,0.0443,0.6284,0.0278,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_1618,25.07179,92.165,5,Jaintia Hills Block,1125.4,31.3,0.0242,0.6284,0.0152,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_1619,25.63634,92.12015,5,Jaintia Hills Block,1485.5,33.4,0.0371,0.6284,0.0233,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_1620,25.18185,91.54408,2,West Khasi Block,1096.7,22.1,0.0178,0.6284,0.0112,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_1621,25.29393,90.49559,1,Garo Hills Block,38.5,21.8,0.018,0.6284,0.0113,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_1622,25.03245,90.19754,1,Garo Hills Block,25.0,26.0,0.0125,0.6284,0.0079,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_1623,25.35401,90.15648,1,Garo Hills Block,25.0,15.9,0.028,0.6284,0.0176,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_1624,26.08473,90.74133,1,Garo Hills Block,97.3,26.8,0.0289,0.6284,0.0182,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_1625,25.16075,90.4072,1,Garo Hills Block,52.1,18.6,0.0165,0.6284,0.0104,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_1626,25.65472,89.99533,1,Garo Hills Block,115.4,31.2,0.0212,0.6284,0.0133,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_1627,25.95143,92.73257,4,Ri-Bhoi Block,507.4,21.1,0.1417,0.6284,0.089,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_1628,25.28649,91.17279,2,West Khasi Block,794.8,25.5,0.0313,0.6284,0.0197,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_1629,25.0439,91.75417,3,East Khasi Block,1043.0,25.4,0.0546,0.6284,0.0343,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_1630,25.46704,90.62368,1,Garo Hills Block,54.8,32.7,0.0194,0.6284,0.0122,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_1631,25.46951,90.34796,1,Garo Hills Block,25.0,33.6,0.0266,0.6284,0.0167,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_1632,25.76424,91.52347,4,Ri-Bhoi Block,1265.1,14.9,0.0464,0.6284,0.0292,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_1633,25.94737,90.1583,1,Garo Hills Block,25.0,16.8,0.0211,0.6284,0.0132,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_1634,25.86852,91.85423,4,Ri-Bhoi Block,1350.4,34.1,0.0151,0.6284,0.0095,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_1635,25.14421,91.9192,3,East Khasi Block,1262.8,23.3,0.0604,0.6284,0.0379,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_1636,25.49687,92.6822,5,Jaintia Hills Block,795.6,30.4,0.0503,0.6284,0.0316,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_1637,25.17294,91.76064,3,East Khasi Block,1349.3,17.9,0.0454,0.6284,0.0286,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_1638,25.43254,92.71828,5,Jaintia Hills Block,648.6,33.2,0.0441,0.6284,0.0277,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_1639,25.37637,92.73467,5,Jaintia Hills Block,595.0,22.8,0.0188,0.6284,0.0118,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_1640,25.9936,90.62467,1,Garo Hills Block,128.1,23.0,0.023,0.6284,0.0144,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_1641,25.88782,92.83659,4,Ri-Bhoi Block,381.3,25.9,0.0453,0.6284,0.0285,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_1642,25.29288,91.13217,2,West Khasi Block,738.4,28.5,0.0198,0.6284,0.0125,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_1643,25.58179,90.69954,1,Garo Hills Block,186.7,16.6,0.0229,0.6284,0.0144,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_1644,25.03649,90.47139,1,Garo Hills Block,25.0,26.4,0.0108,0.6284,0.0068,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_1645,25.32449,91.15298,2,West Khasi Block,752.1,22.0,0.0293,0.6284,0.0184,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_1646,25.20479,92.46343,5,Jaintia Hills Block,864.9,30.4,0.0243,0.6284,0.0153,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_1647,25.7813,90.05986,1,Garo Hills Block,28.8,25.1,0.0109,0.6284,0.0068,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_1648,25.7221,91.79365,4,Ri-Bhoi Block,1557.8,19.1,0.0417,0.6284,0.0262,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_1649,26.05272,89.80921,1,Garo Hills Block,25.0,34.5,0.0193,0.6284,0.0121,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
